startIp,endIp,ipVersion,serviceName,serviceUrl
84.239.45.128,84.239.45.255,4,Private Internet Access,https://privateinternetaccess.com
217.64.126.72,217.64.126.223,4,TunnelBear,https://tunnelbear.com
62.93.164.0,62.93.167.255,4,Surfshark,
91.148.246.160,91.148.246.175,4,Privado,https://privado.com
5.253.115.0,5.253.115.127,4,NordVPN,https://nordvpn.com
45.86.202.0,45.86.202.255,4,ExpressVPN,https://expressvpn.com
185.81.171.32,185.81.171.47,4,NordVPN,https://nordvpn.com
188.126.79.0,188.126.79.31,4,CyberGhostVPN,https://cyberghostvpn.com
217.138.199.0,217.138.199.255,4,NordVPN,
146.70.116.0,146.70.116.255,4,MullvadVPN,https://mullvad.net
89.46.11.0,89.46.11.255,4,NordVPN,https://nordvpn.com
46.246.3.0,46.246.3.255,4,Private Internet Access,https://privateinternetaccess.com
146.70.188.0,146.70.188.255,4,MullvadVPN,https://mullvad.net
185.213.80.0,185.213.80.255,4,NordVPN,https://nordvpn.com
36.255.204.0,36.255.207.255,4,IPVanish,https://ipvanish.com
185.245.255.0,185.245.255.255,4,NordVPN,https://nordvpn.com
89.45.224.0,89.45.224.127,4,ProtonVPN,https://protonvpn.com
199.247.14.0,199.247.15.255,4,TunnelBear,https://tunnelbear.com
185.246.211.0,185.246.211.255,4,ProtonVPN,
216.131.120.0,216.131.120.255,4,IPVanish,https://ipvanish.com
45.8.221.0,45.8.221.255,4,IPVanish,https://ipvanish.com
37.120.213.0,37.120.213.255,4,NordVPN,
156.146.63.0,156.146.63.255,4,Private Internet Access,
77.81.142.128,77.81.142.255,4,CyberGhostVPN,
149.50.215.0,149.50.215.255,4,PureVPN,
37.120.211.0,37.120.211.255,4,NordVPN,
45.152.180.0,45.152.180.255,4,NordVPN,
212.56.54.0,212.56.54.255,4,Private Internet Access,https://privateinternetaccess.com
185.147.212.128,185.147.212.191,4,IPVanish,https://ipvanish.com
212.102.48.0,212.102.49.255,4,Private Internet Access,
217.79.116.0,217.79.116.255,4,NordVPN,
103.214.47.0,103.214.47.255,4,NordVPN,https://nordvpn.com
158.173.25.0,158.173.25.255,4,Private Internet Access,https://privateinternetaccess.com
37.46.122.0,37.46.122.255,4,NordVPN,
217.138.216.0,217.138.216.255,4,ProtonVPN,
5.254.106.0,5.254.106.31,4,PureVPN,
207.204.228.0,207.204.228.255,4,IPVanish,https://ipvanish.com
188.240.57.0,188.240.57.255,4,Surfshark,
79.127.146.0,79.127.146.255,4,ProtonVPN,https://protonvpn.com
103.163.220.0,103.163.221.255,4,ExpressVPN,https://expressvpn.com
194.233.101.0,194.233.101.255,4,NordVPN,https://nordvpn.com
185.81.127.0,185.81.127.255,4,NordVPN,https://nordvpn.com
95.181.233.0,95.181.233.255,4,Private Internet Access,
37.120.143.0,37.120.143.255,4,NordVPN,
84.247.0.0,84.247.0.127,4,NordVPN,https://nordvpn.com
92.119.36.0,92.119.36.127,4,ExpressVPN,https://expressvpn.com
216.131.116.0,216.131.117.255,4,IPVanish,https://ipvanish.com
223.165.69.0,223.165.69.63,4,TunnelBear,https://tunnelbear.com
185.242.4.0,185.242.4.255,4,AirVPN,
31.171.154.32,31.171.154.151,4,Private Internet Access,https://privateinternetaccess.com
149.34.244.0,149.34.244.255,4,NordVPN,
